Name,Location,Latitude,Longitude
KSAR,"Sparta, Sparta Community-Hunter Field Airport",38.148,-89.698
KSAT,SAN ANTONIO INTERNATIONAL  AIRPORT,29.533,-98.466
KSAV,SAVANNAH INTERNATIONAL AIRPORT,32.116,-81.2
KSAW,"Marquette, Sawyer International Airport",46.353,-87.395
KSAZ,"Staples, Staples Municipal Airport",46.380,-94.806
KSBA,SANTA BARBARA MUNICIPAL,34.433,-119.85
KSBD,Norton Air Force Base / San Bern,34.1,-117.233
KSBM,SHEBOYGAN CO MEMORIAL AIRPORT,43.783,-87.85
KSBN,SOUTH BEND REGIONAL AIRPORT,41.7,-86.316
KSBP,SAN LUIS OBISPO MC CHESNEY,35.233,-120.633
KSBS,Steamboat Springs,40.516,-106.866
KSBY,SALISBURY-WICOMICO CTY REG,38.333,-75.5
KSCF,South Marsh 268,29.115,-91.871
KSCH,Schenectady Airport,42.85,-73.933
KSCK,STOCKTON METROPOLITAN AIRPORT,37.9,-121.233
KSDA,Shenandoah Municipal,40.75,-95.416
KSDB,SANDBERG,34.75,-118.716
KSDF,STANDIFORD FIELD,38.183,-85.733
KSDL,SCOTTSDALE AIRPORT,33.616,-111.916
KSDM,"San Diego, Brown Field Municipal Airport",32.575,-116.993
KSDY,Sidney-Richland,47.7,-104.2
KSEA,SEATTLE-TACOMA INTERNATIONAL  AIRPORT,47.45,-122.316
KSEE,"San Diego/El Cajon, Gillespie Field Airport",32.826,-116.972
KSEG,SELINSGROVE PENN VALLEY AIRPORT,40.816,-76.866
KSEM,Craig Field / Selma,32.35,-86.983
KSEP,"Stephenville, Clark Field Municipal Airport",32.216,-98.183
KSET,ST. CHARLES CO SMARTT AIRPORT,38.933,-90.433
KSEZ,Sedona Airport,34.85,-111.783
KSFB,ORLANDO SANFORD AIRPORT,28.783,-81.25
KSFD,"Winner, Bob Wiley Field Airport",43.390,-99.842
KSFF,FELTS FIELD,47.683,-117.316
KSFM,"Sanford, Sanford Regional Airport",43.4,-70.716
KSFO,SAN FRANCISCO INTERNATIONAL  AIRPORT,37.616,-122.366
KSFQ,"Suffolk, Suffolk Municipal Airport",36.682,-76.601
KSFY,"Savanna, Tri-Township Airport",42.045,-90.107
KSFZ,"Pawtucket, North Central State Airport",41.916,-71.5
KSGF,SPRINGFIELD-BRANSON NATIONAL,37.233,-93.383
KSGH,"Springfield, Springfield-Beckley Municipal Airport",39.840,-83.840
KSGJ,"St. Augustine, St. Augustine Airport",29.959,-81.339
KSGR,SUGARLAND REGIONAL AIRPORT,29.616,-95.65
KSGS,"South St. Paul, South St. Paul Municipal-Richard E. Fleming Field Airport",44.857,-93.032
KSGT,"Stuttgart, Stuttgart Municipal Airport",34.6,-91.566
KSGU,"St George, St George Municipal Airport",37.083,-113.6
KSHD,Staunton / Shenandoah,38.266,-78.9
KSHL,Sheldon,43.216,-95.833
KSHN,SHELTON SANDERSON FIELD,47.233,-123.133
KSHR,SHERIDAN COUNTY AIRPORT,44.766,-106.966
KSHV,SHREVEPORT REGIONAL AIRPORT,32.45,-93.833
KSIY,MONTAGUE SISKIYOU COUNTY,41.766,-122.466
KSJC,SAN JOSE INTERNATIONAL  AIRPORT,37.366,-121.916
KSJN,ST JOHNS INDUSTRIAL AIRPRK,34.516,-109.383
KSJT,MATHIS FIELD,31.35,-100.5
KSJX,"Beaver Island, Beaver Island Airport",45.692,-85.566
KSKA,Fairchild Air Force Base,47.616,-117.65
KSKF,Kelly Air Force Base,29.383,-98.583
KSKX,"Taos, Taos Regional Airport",36.45,-105.666
KSLB,Storm Lake,42.6,-95.233
KSLC,SALT LAKE CITY INTERNATIONAL  AIRPORT,40.783,-111.966
KSLE,SALEM MCNARY FIELD,44.9,-123.0
KSLG,"Siloam Springs, Smith Field Airport",36.2,-94.483
KSLH,"Cheboygan, Cheboygan County Airport",45.653,-84.519
KSLI,Los Alamitos U. S. Army Airfield,33.783,-118.05
KSLK,ADIRONDACK REGIONAL AIRPORT,44.4,-74.2
KSLN,SALINA MUNICIPAL AIRPORT,38.783,-97.65
KSLO,"Salem, Salem-Leckrone Airport",38.642,-88.964
KSLR,"Sulphur Springs, Sulphur Springs Municipal Airport",33.161,-95.621
KSME,"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport",37.054,-84.615
KSMF,SACRAMENTO INTERNATIONAL  AIRPORT,38.7,-121.6
KSMN,"Salmon, Lemhi County Airport",45.116,-113.883
KSMO,SANTA MONICA MUNICIPAL AIRPORT,34.016,-118.45
KSMP,STAMPEDE PASS,47.283,-121.333
KSMQ,SOMERVILLE SOMERSET AIRPORT,40.616,-74.666
KSMX,SANTA MARIA PUBLIC AIRPORT,34.9,-120.466
KSNA,SANTA ANA WAYNE ORANGE CTY,33.683,-117.866
KSNC,"Chester, Chester Airport",41.383,-72.505
KSNK,"Snyder, Winston Field Airport",32.693,-100.950
KSNL,"Shawnee, Shawnee Municipal Airport",35.357,-96.942
KSNS,SALINAS MUNICIPAL AIRPORT,36.666,-121.6
KSNT,"Stanley, Stanley Ranger Station",44.208,-114.934
KSNY,SIDNEY MUNICIPAL AIRPORT,41.1,-102.983
KSOA,"Sonora, Sonora Municipal Airport",30.585,-100.648
KSOP,"Pinehurst/Southern Pines, Moore County Airport",35.233,-79.4
KSOW,"Show Low, Show Low Regional Airport",34.265,-110.005
KSPA,Spartanburg Memorial,34.916,-81.95
KSPB,SCAPPOOSE INDUSTRIAL AIRPARK,45.766,-122.866
KSPD,SPRINGFIELD COMANCHE NATL,37.283,-102.616
KSPF,Spearfish / Clyde Ice,44.483,-103.783
KSPG,ST PETERSBURG WHITTED AIRPORT,27.766,-82.633
KSPI,ABRAHAM LINCOLN CAPITAL AIRPORT,39.85,-89.683
KSPL,South Padre Island Heliport,26.070,-97.157
KSPR,Ship Shoal,28.598,-91.206
KSPS,WICHITA FALLS SHEPPARD AFB,33.983,-98.5
KSPW,SPENCER MUNICIPAL AIRPORT,43.166,-95.216
KSQI,Sterling Rockfalls,41.75,-89.666
KSQL,San Carlos Airport,37.516,-122.25
KSRC,"Searcy, Searcy Municipal Airport",35.211,-91.737
KSRE,"Seminole, Seminole Municipal Airport",35.274,-96.674
KSRN,South Marsh 268A,29.116,-91.866
KSRQ,SARASOTA/BRADENTON INTERNATIONAL .,27.4,-82.55
KSRR,Ruidoso Regional,33.466,-105.533
KSSC,Shaw Air Force Base,33.966,-80.483
KSSF,SAN ANTONIO STINSON MUNI,29.333,-98.466
KSSI,BRUNSWICK MC KINNON AIRPORT,31.15,-81.383
KSTC,ST. CLOUD REGIONAL AIRPORT,45.55,-94.05
KSTE,"Stevens Point, Stevens Point Municipal Airport",44.545,-89.530
KSTJ,ROSECRANS MEMORIAL AIRPORT,39.766,-94.916
KSTL,LAMBERT-ST LOUIS INTERNATIONAL  AIRPORT,38.75,-90.366
KSTP,DOWNTOWN HOLMAN FIELD,44.933,-93.05
KSTS,SANTA ROSA SONOMA COUNTY,38.5,-122.816
KSTZ,South Timbalier,28.159,-90.666
KSUA,"Stuart, Witham Field Airport",27.181,-80.221
KSUE,Sturgeon Bay,44.85,-87.416
KSUN,"Hailey, Friedman Memorial Airport",43.5,-114.3
KSUS,SPIRIT OF ST. LOUIS AIRPORT,38.65,-90.65
KSUT,"Oak Island, Brunswick County Airport",33.929,-78.074
KSUU,Fairfield / Travis Air Force Base,38.266,-121.95
KSUW,"Superior, Richard I. Bong Airport",46.689,-92.094
KSUX,SIOUX GATEWAY AIRPORT,42.383,-96.383
KSVC,Silver City / Grant,32.633,-108.15
KSVH,"Statesville, Statesville Municipal Airport",35.765,-80.956
KSVN,Hunter U. S. Army Airfield,32.016,-81.15
KSWF,Newburgh / Stewart,41.5,-74.1
KSWO,STILLWATER REGIONAL AIRPORT,36.166,-97.083
KSWW,"Sweetwater, Avenger Field Airport",32.467,-100.466
KSXT,SEXTON SUMMIT,42.6,-123.366
KSYN,"Stanton, Stanton Airfield",44.475,-93.016
KSYR,SYRACUSE HANCOCK INTERNATIONAL  AIRPORT,43.116,-76.1
KSZL,Whiteman Air Force Base,38.733,-93.55
KSZT,"Sandpoint, Sandpoint Airport",48.299,-116.56
KT65,"Weslaco, Mid Valley Airport",26.177,-97.973
KT82,"Fredericksburg, Gillespie County Airport",30.243,-98.909
KTAD,"Trinidad, Perry Stokes Airport",37.266,-104.433
KTAN,TAUNTON MUNICIPAL AIRPORT,41.883,-71.016
KTAZ,"Taylorville, Taylorville Municipal Airport",39.534,-89.327
KTBN,Fort Leonard Wood,37.733,-92.133
KTBR,"Statesboro, Statesboro-Bulloch County Airport",32.483,-81.737
KTCC,TUCUMCARI MUNICIPAL AIRPORT,35.183,-103.6
KTCL,TUSCALOOSA REGIONAL AIRPORT,33.216,-87.616
KTCM,Tacoma / McChord Air Force Base,47.15,-122.483
KTCS,TRUTH OR CONSEQUENCES MUNI,33.233,-107.266
KTDF,"Roxboro, Person County Airport",36.285,-78.984
KTDO,Toledo-Winlock Memorial,46.483,-122.8
KTDZ,TOLEDO METCALF FIELD,41.566,-83.483
KTEB,TETERBORO AIRPORT,40.866,-74.05
KTEW,"Mason, Mason Jewett Field Airport",42.565,-84.423
KTEX,"Telluride, Telluride Regional Airport",37.953,-107.908
KTHV,YORK AIRPORT,39.916,-76.883
KTIF,"Thedford, Thomas County Airport",41.961,-100.568
KTIK,Tinker Air Force Base,35.416,-97.383
KTIP,"Rantoul, Rantoul National Aviation Center Airport-Frank Elliott Field",40.293,-88.142
KTIW,"Tacoma, Tacoma Narrows Airport",47.267,-122.576
KTIX,Titusville,28.516,-80.8
KTKC,"Tracy, Tracy Municipal Airport",44.248,-95.607
KTKI,COLLIN CNTY REGIONAL AIRPORT,33.183,-96.583
KTKV,"Tomahawk, Tomahawk Regional Airport",45.468,-89.805
KTLH,TALLAHASSEE REGIONAL AIRPORT,30.4,-84.35
KTMB,KENDALL-TAMIAMI EXEC AIRPORT,25.65,-80.433
KTNB,"Boone, Watauga County Hospital Heliport",36.2,-81.65
KTNU,Newton Municipal,41.683,-93.016
KTOA,"Torrance, Zamperini Field Airport",33.8,-118.333
KTOB,"Dodge Center, Dodge Center Airport",44.018,-92.831
KTOI,TROY MUNICIPAL AIRPORT,31.866,-86.016
KTOL,TOLEDO EXPRESS AIRPORT,41.583,-83.8
KTOP,TOPEKA BILLARD MUNICIPAL AIRPORT,39.066,-95.633
KTOR,TORRINGTON MUNICIPAL AIRPORT,42.05,-104.15
KTPA,TAMPA INTERNATIONAL AIRPORT,27.966,-82.533
KTPF,"Tampa, Peter O Knight Airport",27.915,-82.449
KTPH,TONOPAH AIRPORT,38.033,-117.083
KTPL,"Temple, Draughon-Miller Central Texas Regional Airport",31.15,-97.4
KTQE,TEKAMAH MUNICIPAL AIRPORT,41.766,-96.183
KTQH,"Tahlequah, Tahlequah Municipal Airport",35.928,-95.004
KTRI,TRI-CITY REGIONAL AIRPORT,36.466,-82.4
KTRK,Truckee-Tahoe,39.316,-120.133
KTRL,TERRELL MUNICIPAL AIRPORT,32.716,-96.266
KTRM,"Palm Springs, Jacqueline Cochran Regional Airport",33.626,-116.159
KTTA,"Sanford, Sanford-Lee County Regional Airport",35.582,-79.101
KTTD,PORTLAND-TROUTDALE AIRPORT,45.55,-122.416
KTTF,"Monroe, Custer Airport",41.940,-83.434
KTTN,TRENTON MERCER COUNTY AIRPORT,40.283,-74.816
KTTS,"Titusville, NASA Shuttle Landing Facility",28.616,-80.7
KTUL,TULSA INTERNATIONAL AIRPORT,36.2,-95.883
KTUP,TUPELO REGIONAL AIRPORT,34.266,-88.766
KTUS,TUCSON INTERNATIONAL AIRPORT,32.133,-110.95
KTVC,CHERRY CAPITAL AIRPORT,44.733,-85.566
KTVF,"Thief River Falls, Thief River Falls Regional Airport",48.066,-96.183
KTVI,Thomasville,30.901,-83.881
KTVL,SOUTH LAKE TAHOE AIRPORT,38.883,-119.983
KTVR,"Vicksburg, Vicksburg / Tallulah Regional Airport",32.348,-91.03
KTWF,JOSLIN FLD-MAGIC VALLEY REGL,42.483,-114.483
KTWM,Two Harbors,47.05,-91.75
KTXK,TEXARKANA RGNL WEBB FIELD,33.45,-93.983
KTYR,TYLER POUNDS FIELDS,32.35,-95.4
KTYS,MCGHEE TYSON AIRPORT,35.816,-83.983
KTZR,"Columbus, Bolton Field Airport",39.900,-83.137
KU16,Eagle Range,41.05,-113.066
KU24,Delta,39.333,-112.583
KU28,Green River Range,39.0,-110.166
KU42,"Salt Lake City, Salt Lake City Municipal 2 Airport",40.619,-111.992
KU78,Soda Springs / Tigert,42.65,-111.583
KUAO,AURORA STATE AIRPORT,45.25,-122.766
KUCP,"New Castle, New Castle Municipal Airport",41.025,-80.413
KUDG,"Darlington, Darlington County Jetport Airport",34.449,-79.890
KUES,"Waukesha, Waukesha County Airport",43.041,-88.236
KUGN,CHICAGO/WAUKEGAN REGIONAL,42.416,-87.866
KUIL,QUILLAYUTE STATE AIRPORT,47.933,-124.566
KUIN,QUINCY MUNI. BALDWIN FIELD,39.933,-91.2
KUKF,"North Wilkesboro, Wilkes County Airport",36.216,-81.083
KUKI,UKIAH MUNICIPAL AIRPORT,39.133,-123.2
KUKL,"Burlington, Coffey County Airport",38.302,-95.725
KUKT,"Quakertown, Quakertown Airport",40.435,-75.381
KULM,"New Ulm, New Ulm Municipal Airport",44.316,-94.5
KUNO,WEST PLAINS MUNICIPAL AIRPORT,36.883,-91.9
KUNU,"Juneau, Dodge County Airport",43.426,-88.703
KUNV,"State College, University Park Airport",40.85,-77.85
KUOX,"Oxford, University-Oxford Airport",34.384,-89.535
KUTA,"Tunica, Tunica Municipal Airport",34.680,-90.346
KUTS,HUNTSVILLE MUNICIPAL AIRPORT,30.75,-95.583
KUUU,NEWPORT STATE AIRPORT,41.533,-71.283
KUVA,"Uvalde, Garner Field Airport",29.211,-99.743
KUZA,ROCK HILL-YORK COUNTY AIRPORT,34.983,-81.05
KVAD,Moody Air Force Base,30.966,-83.2
KVAF,Boomvang,27.353,-94.625
KVAY,MT HOLLY SOUTH JERSEY RGNL,39.933,-74.833
KVBG,"Lompoc, Vandenberg Air Force Base",34.729,-120.576
KVBS,Sabine 13B,29.478,-93.638
KVBT,"Bentonville, Bentonville Municipal Airport/Louise M Thaden Field",36.35,-94.216
KVCB,VACAVILLE NUT TREE AIRPORT,38.383,-121.95
KVCT,VICTORIA REGIONAL AIRPORT,28.866,-96.933
KVCV,"Victorville, Southern California Logistics Airport",34.597,-117.382
KVDF,"Tampa, Vandenberg Airport",28.013,-82.345
KVDI,"Vidalia, Vidalia Municipal Airport",32.192,-82.371
KVDW,Vedauwoo,41.15,-105.4
KVEL,VERNAL AIRPORT,40.433,-109.5
KVGT,NORTH LAS VEGAS,36.2,-115.183
KVIH,ROLLA/VICHY ROLLA NATIONAL,38.133,-91.766
KVIS,"Visalia, Visalia Municipal Airport",36.316,-119.4
KVJI,Abingdon,36.683,-82.033
KVKS,Vicksburg Municipal,32.233,-90.933
KVLD,VALDOSTA REGIONAL AIRPORT,30.783,-83.266
KVLL,"Troy, Oakland/Troy Airport",42.542,-83.177
KVNP,Vermillion 26,29.466,-92.368
KVNY,VAN NUYS AIRPORT,34.216,-118.483
KVOK,Volk / Camp Douglas,43.933,-90.266
KVPC,CARTERSVILLE AIRPORT,34.133,-84.85
KVPS,Valparaiso / Eglin Air Force Base,30.483,-86.516
KVPZ,VALPARAISO PORTER CO MUNI,41.45,-87.0
KVQQ,"Jacksonville, Cecil Field Airport",30.218,-81.876
KVRB,VERO BEACH MUNICIPAL AIRPORT,27.65,-80.416
KVSF,HARTNESS STATE AIRPORT,43.35,-72.516
KVTA,NEWARK HEATH AIRPORT,40.016,-82.466
KVTI,"Vinton, Vinton Veterans Memorial Airpark Airport",42.218,-92.025
KVTN,"MILLER FIELD - VALENTINE, NE",42.866,-100.55
KVTP,"La Veta Mountain, La Veta Pass",37.501,-105.166
KVUJ,"Albemarle, Stanly County Airport",35.416,-80.150
KVUO,PEARSON AIRFIELD,45.616,-122.65
KVVG,The Villages,28.966,-81.966
KVVV,"Ortonville, Ortonville Muncipal-Martinson Field Airport",45.305,-96.424
KVWU,"Waskish, Waskish Municipal Airport",48.154,-94.516
KVYS,"Peru, Illinois Valley Regional-Walter A Duncan Field Airport",41.351,-89.153
KW22,"Buckhannon, Upshur County Regional Airport",39.0,-80.266
KW45,Luray Caverns Airport,38.666,-78.500
KW63,Clarksville / Marks,36.6,-78.566
KW99,"Petersburg, Grant County Airport",38.983,-79.133
KWAL,WALLOPS FLIGHT FAC AIRPORT,37.933,-75.466
KWDG,"Enid, Enid Woodring Regional Airport",36.379,-97.791
KWDR,"Winder, Winder-Barrow Airport",33.982,-83.668
KWEY,West Yellowstone,44.65,-111.1
KWHP,"Los Angeles, Whiteman Airport",34.25,-118.4
KWJF,LANCASTER FOX AIRFIELD,34.733,-118.216
KWLD,STROTHER FIELD,37.166,-97.033
KWMC,WINNEMUCCA MUNICIPAL AIRPORT,40.9,-117.8
KWRB,Warner Robins Air Force Base,32.633,-83.6
KWRI,Mcguire Air Force Base,40.016,-74.6
KWRL,WORLAND MUNICIPAL AIRPORT,43.966,-107.95
KWST,WESTERLY STATE AIRPORT,41.35,-71.8
KWVI,WATSONVILLE MUNICIPAL AIRPORT,36.933,-121.783
KWVL,"Waterville, Waterville Robert LaFleur Airport",44.533,-69.683
KWWD,"Wildwood, Cape May County Airport",39.016,-74.916
KWWR,"Woodward, West Woodward Airport",36.436,-99.521
KWYS,West Yellowstone,44.683,-111.116
KXBP,"Bridgeport, Bridgeport Municipal Airport",33.175,-97.828
KXMR,"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip",28.466,-80.566
KXNA,NORTHWEST ARKANSAS REGIONAL,36.283,-94.3
KXVG,"Longville, Longville Municipal Airport",46.990,-94.203
KY19,Mandan Municipal Airport,46.768,-100.893
KY50,"Wautoma, Wautoma Municipal Airport",44.041,-89.304
KY51,Viroqua Municipal Airport,43.581,-90.899
KY63,"Elbow Lake Municipal, Pride of the Prairie",45.983,-95.983
KYIP,WILLOW RUN AIRPORT,42.233,-83.533
KYKM,YAKIMA AIR TERMINAL,46.566,-120.533
KYKN,"Yankton, Chan Gurney Municipal Airport",42.916,-97.383
KYNG,YOUNGSTOWN-WARREN REG AIRPRT,41.25,-80.666
KYUM,Yuma / Yuma International,32.65,-114.6
KZZV,ZANESVILLE MUNICIPAL AIRPORT,39.95,-81.9
LATI,Tirana,41.333,19.783
LBBG,Burgas,42.483,27.483
LBGO,Gorna Orechovista,43.15,25.6
LBPD,Plovdiv,42.133,24.75
LBSF,Sofia Observ.,42.65,23.383
LBWN,Varna,43.2,27.916
LCEN,Ercan,35.15,33.5
LCLK,Larnaca Airport,34.883,33.633
LCNC,Athalassa,35.15,33.4
LCPH,Paphos Airport,34.716,32.483
LCRA,Akrotiri,34.583,32.983
LDDU,Dubrovnik / Cilipi,42.566,18.266
LDLO,Losinj Island,44.565,14.393
LDOS,Osijek / Cepin,45.45,18.8
LDPL,Pula Aerodrome,45.9,13.916
LDRI,Rijeka / Omisalj,45.216,14.583
LDSB,Brac,43.285,16.679
LDSP,Split / Resnik,43.533,16.3
LDZA,Zagreb / Pleso,45.733,16.066
LDZD,Zadar / Zemunik,44.1,15.35
LEAB,Albacete / Los Llanos,38.95,-1.85
LEAL,Alicante / El Altet,38.283,-0.55
LEAM,Almeria / Aeropuerto,36.85,-2.383
LEAS,Asturias / Aviles,43.55,-6.033
LEBA,Cordoba / Aeropuerto,37.85,-4.85
LEBB,Bilbao / Sondica,43.3,-2.933
LEBG,Burgos / Villafria,42.366,-3.633
LEBL,Barcelona / Aeropuerto,41.283,2.066
LEBZ,Badajoz / Talavera La Real,38.883,-6.816
LECH,Calamocha,40.933,-1.3
LECO,La Coruna / Alvedro,43.3,-8.383
LECV,Madri-Colmenar,40.65,-3.733
LEGA,Granada / Armilla,37.133,-3.635
LEGE,Gerona / Costa Brava,41.9,2.766
LEGR,Granada / Aeropuerto,37.183,-3.783
LEGT,Madrid / Getafe,40.3,-3.716
LEIB,Ibiza / Es Codola,38.866,1.383
LEJR,Jerez De La Fronteraaeropuerto,36.75,-6.066
LELC,Murcia / San Javier,37.783,-0.8
LELL,Sabadell,41.516,2.1
LELN,Leon / Virgen Del Camino,42.583,-5.65
LELO,Logrono / Agoncillo,42.45,-2.333
LEMD,Madrid / Barajas,40.45,-3.55
LEMG,Malaga / Aeropuerto,36.666,-4.483
LEMH,Menorca / Mahon,39.866,4.233
LEMO,Moron De La Frontera,37.15,-5.616
LEPA,Palma De Mallorca / Son San Juan,39.55,2.733
LEPP,Pamplona / Noain,42.766,-1.633
LERI,Murcia / Alcantarilla,37.95,-1.233
LERS,Reus / Aeropuerto,41.15,1.166
LERT,Rota,36.65,-6.35
LESA,Salamanca / Matacan,40.95,-5.5
LESO,San Sebastian / Fuenterrabia,43.35,-1.8
LEST,Santiago / Labacolla,42.9,-8.433
LETO,Madrid / Torrejon,40.483,-3.45
LEVC,Valencia / Aeropuerto,39.5,-0.466
LEVD,Valladolid / Villanubla,41.716,-4.85
LEVS,Madrid / Cuatro Vientos,40.383,-3.783
LEVT,Vitoria,42.883,-2.716
LEVX,Vigo / Peinador,42.216,-8.633
LEXJ,Santander / Parayas,43.433,-3.816
LEZG,Zaragoza / Aeropuerto,41.666,-1.016
LEZL,Sevilla / San Pablo,37.416,-5.9
LFAT,Le Touquet,50.516,1.616
LFBA,Agen,44.183,0.6
LFBC,Cazaux,44.533,-1.133
LFBD,Bordeaux / Merignac,44.833,-0.7
LFBE,Bergerac,44.816,0.516
LFBF,Toulouse / Francazal,43.533,1.366
LFBG,Cognac,45.666,-0.316
LFBH,La Rochelle,46.15,-1.15
LFBI,Poitiers,46.583,0.316
LFBK,Montlucon / Gueret,46.216,2.366
LFBL,Limoges,45.866,1.183
LFBM,Mont-De-Marsan,43.916,-0.5
LFBO,Toulouse / Blagnac,43.633,1.366
LFBP,Pau,43.383,-0.416
LFBT,Tarbes Ossun Lourdes,43.183,-0.0
LFBV,Brive,45.15,1.466
LFBY,Dax,43.683,-1.066
LFBZ,Biarritz,43.466,-1.533
LFCG,St-Girons,43.0,1.1
LFCR,Rodez,44.4,2.483
LFDH,Auch,43.683,0.6
LFGJ,Dole Tavaux,47.042,5.435
LFHP,Le Puy,45.083,3.766
LFJL,Metz-Nancy-Lorraine,48.983,6.25
LFKB,Bastia,42.55,9.483
LFKC,Calvi,42.533,8.8
LFKF,Figari,41.5,9.1
LFKJ,Ajaccio,41.916,8.8
LFKS,Solenzara,41.916,9.4
LFLB,Chambery / Aix-Les-Bains,45.65,5.883
LFLC,Clermont-Ferrand,45.783,3.166
LFLD,Bourges,47.066,2.366
LFLL,Lyon / Satolas,45.733,5.083
LFLM,Macon,46.3,4.8
LFLN,Saint-Yan,46.416,4.016
LFLQ,Montelimar,44.583,4.733
LFLS,Grenoble / St. Geoirs,45.366,5.333
LFLV,Vichy,46.166,3.4
LFLW,Aurillac,44.9,2.416
LFLX,Chateauroux,46.85,1.716
LFLY,Lyon / Bron,45.716,4.95
LFMC,Le Luc,43.383,6.383
LFMD,Cannes,43.55,6.95
LFMH,St-Etienne Boutheon,45.533,4.3
LFMI,Istres,43.516,4.933
LFMK,Carcassonne,43.216,2.316
LFML,Marseille / Marignane,43.45,5.233
LFMN,Nice,43.65,7.2
LFMO,Orange,44.133,4.833
LFMP,Perpignan,42.733,2.866
LFMT,Montpellier,43.583,3.966
LFMU,Beziers / Vias,43.316,3.35
LFMY,Salon,43.6,5.1
LFOA,Avord,47.053,2.632
LFOB,Beauvais,49.466,2.116
LFOC,Chateaudun,48.05,1.383
LFOE,Evreux,49.016,1.216
LFOF,Alencon,48.45,0.116
LFOH,La Heve,49.516,0.066
LFOI,Abbeville,50.133,1.833
LFOJ,Orleans,47.983,1.75
LFOK,Chalons-Vatry,48.776,4.184
LFOP,Rouen,49.383,1.183
LFOR,Chartres,48.466,1.516
LFOT,Tours,47.45,0.716
LFOW,Saint-Quentin,49.816,3.2
LFPB,Paris / Le Bourget,48.966,2.45
LFPC,Creil Fafb,49.25,2.516
LFPG,Paris-Aeroport Charles De Gaulle,49.016,2.533
LFPM,Melun,48.616,2.683
LFPN,Toussus Le Noble,48.766,1.1
LFPO,Paris-Orly,48.733,2.4
LFPV,Villacoublay,48.766,2.2
LFQB,Troyes,48.333,4.016
LFQG,Nevers,47.0,3.1
LFQI,Cambrai,50.216,3.15
LFQQ,Lille,50.566,3.1
LFQV,Charleville,49.783,4.633
LFRB,Brest,48.45,-4.416
LFRC,Cherbourg / Maupertus,49.65,-1.466
LFRD,Dinard,48.583,-2.066
LFRH,Lann Bihoue,47.766,-3.45
LFRI,La Roche-Sur-Yon,46.7,-1.383
LFRJ,Landivisiau,48.516,-4.15
LFRK,Caen,49.183,-0.45
LFRL,Lanveoc Poulmic,48.283,-4.433
LFRM,Le Mans,47.933,0.2
LFRN,Rennes,48.066,-1.733
LFRO,Lannion / Servel,48.75,-3.466
LFRQ,Quimper,47.966,-4.166
LFRS,Nantes,47.166,-1.6
LFRT,Saint-Brieuc,48.533,-2.85
LFRU,Morlaix / Ploujean,48.6,-3.816
LFRZ,St-Nazaire,47.316,-2.166
LFSB,Bale-Mulhouse,47.6,7.516
LFSC,Colmar,47.916,7.4
LFSD,Dijon,47.266,5.083
LFSF,Metz / Frescaty,49.083,6.133
LFSI,St-Dizier,48.633,4.9
LFSL,Toul / Rosieres,48.783,5.483
LFSN,Nancy / Essey,48.683,6.216
LFSO,Nancy / Ochey,48.583,5.966
LFSR,Reims,49.3,4.033
LFST,Strasbourg,48.55,7.633
LFSX,Luxeuil,47.783,6.35
LFTH,Hyeres,43.1,6.15
LFTW,Nimes / Garons,43.75,4.416
LFVP,Saint-Pierre,46.766,-56.166
LFXA,Amberieu,45.983,5.333
LFYR,Romorantin,47.316,1.683
LGAD,Andravida Airport,37.916,21.283
LGAL,Alexandroupoli Airport,40.85,25.916
LGAV,Athens Eleftherios Venizelos International Airport,37.933,23.933
LGBL,Anchialos Airport,39.216,22.8
LGEL,Elefsis Airport,38.066,23.55
LGHI,Chios Airport,38.333,26.133
LGIR,Heraklion Airport,35.333,25.183
LGKC,Kithira Airport,36.289,23.023
LGKF,Kefalhnia Airport,38.116,20.5
LGKL,Kalamata Airport,37.066,22.016
LGKO,Kos Airport,36.783,27.066
LGKP,Karpathos Airport,35.414,27.148
LGKR,Kerkyra Airport,39.616,19.916
LGKV,Chrysoupoli Airport,40.983,24.6
LGKZ,Kozani Airport,40.3,21.783
LGLM,Limnos Airport,39.916,25.233
LGLR,Larissa Airport,39.633,22.416
LGMK,"Mikonos Island, Mikonos Airport",37.435,25.345
LGMT,Mytilini Airport,39.066,26.6
LGNX,"Cyclades Islands, Naxos Airport",37.079,25.366
LGPA,Paros Community Airport,37.011,25.125
LGPZ,Aktion Airport,38.616,20.766
LGRP,Rhodes Airport,36.4,28.083
LGRX,Araxos Airport,38.15,21.416
LGSA,Souda Airport,35.483,24.116
LGSK,Skiathos Island,39.183,23.5
LGSM,Samos Airport,37.7,26.916
LGSO,Syros Airport,37.421,24.948
LGSR,Santorini Island,36.4,25.483
LGTG,Tanagra Airport,38.316,23.533
LGTS,Thessaloniki Airport,40.516,22.966
LGZA,Zakinthos Airport,37.75,20.883
LHBC,Bekescsaba,46.683,21.166
LHBP,Budapest / Ferihegy,47.433,19.266
LHDC,Debrecen,47.483,21.6
LHKE,Kecskemet,46.916,19.75
LHPA,Papa,47.2,17.5
LHPP,Pecs / Pogany,46.1,18.233
LHSN,Szolnok,47.116,20.233
LHUD,Szeged,46.25,20.1
LIBA,Amendola,41.533,15.716
LIBC,Crotone,39.0,17.066
LIBD,Bari / Palese Macchie,41.133,16.783
